"District","FIPS","Year","Special Education Status","Variable","Measure Type","Value"
"Enfield School District","900325990","2014-2015","Non-Special Education","Still Enrolled After Four Years Count","Number","6"
"Enfield School District","900325990","2014-2015","Special Education","Still Enrolled After Four Years Count","Number","9"
"Enfield School District","900325990","2014-2015","Non-Special Education","Still Enrolled After Four Years Rate","Percent","1.8"
"Enfield School District","900325990","2014-2015","Special Education","Still Enrolled After Four Years Rate","Percent","16.7"
"Enfield School District","900325990","2014-2015","Non-Special Education","Other Count","Number","28"
"Enfield School District","900325990","2014-2015","Special Education","Other Count","Number","9"
"Enfield School District","900325990","2014-2015","Non-Special Education","Other Rate","Percent","8.3"
"Enfield School District","900325990","2014-2015","Special Education","Other Rate","Percent","16.7"
"Essex School District","","2010-2011","Non-Special Education","Total Cohort Count","Number","-6666"
"Essex School District","","2010-2011","Special Education","Total Cohort Count","Number","-6666"
"Essex School District","","2010-2011","Non-Special Education","Four Year Graduation Count","Number","-6666"
"Essex School District","","2010-2011","Special Education","Four Year Graduation Count","Number","-6666"
"Essex School District","","2010-2011","Non-Special Education","Four Year Graduation Rate","Percent","-6666"
"Essex School District","","2010-2011","Special Education","Four Year Graduation Rate","Percent","-6666"
"Essex School District","","2010-2011","Non-Special Education","Still Enrolled After Four Years Count","Number","-6666"
"Essex School District","","2010-2011","Special Education","Still Enrolled After Four Years Count","Number","-6666"
"Essex School District","","2010-2011","Non-Special Education","Still Enrolled After Four Years Rate","Percent","-6666"
"Essex School District","","2010-2011","Special Education","Still Enrolled After Four Years Rate","Percent","-6666"
"Essex School District","","2010-2011","Non-Special Education","Other Count","Number","-6666"
"Essex School District","","2010-2011","Special Education","Other Count","Number","-6666"
"Essex School District","","2010-2011","Non-Special Education","Other Rate","Percent","-6666"
"Essex School District","","2010-2011","Special Education","Other Rate","Percent","-6666"
"Essex School District","","2011-2012","Non-Special Education","Total Cohort Count","Number","-6666"
"Essex School District","","2011-2012","Special Education","Total Cohort Count","Number","-6666"
"Essex School District","","2011-2012","Non-Special Education","Four Year Graduation Count","Number","-6666"
"Essex School District","","2011-2012","Special Education","Four Year Graduation Count","Number","-6666"
"Essex School District","","2011-2012","Non-Special Education","Four Year Graduation Rate","Percent","-6666"
"Essex School District","","2011-2012","Special Education","Four Year Graduation Rate","Percent","-6666"
"Essex School District","","2011-2012","Non-Special Education","Still Enrolled After Four Years Count","Number","-6666"
"Essex School District","","2011-2012","Special Education","Still Enrolled After Four Years Count","Number","-6666"
"Essex School District","","2011-2012","Non-Special Education","Still Enrolled After Four Years Rate","Percent","-6666"
"Essex School District","","2011-2012","Special Education","Still Enrolled After Four Years Rate","Percent","-6666"
"Essex School District","","2011-2012","Non-Special Education","Other Count","Number","-6666"
"Essex School District","","2011-2012","Special Education","Other Count","Number","-6666"
"Essex School District","","2011-2012","Non-Special Education","Other Rate","Percent","-6666"
"Essex School District","","2011-2012","Special Education","Other Rate","Percent","-6666"
"Essex School District","","2012-2013","Non-Special Education","Total Cohort Count","Number","-6666"
"Essex School District","","2012-2013","Special Education","Total Cohort Count","Number","-6666"
"Essex School District","","2012-2013","Non-Special Education","Four Year Graduation Count","Number","-6666"
"Essex School District","","2012-2013","Special Education","Four Year Graduation Count","Number","-6666"
"Essex School District","","2012-2013","Non-Special Education","Four Year Graduation Rate","Percent","-6666"
"Essex School District","","2012-2013","Special Education","Four Year Graduation Rate","Percent","-6666"
"Essex School District","","2012-2013","Non-Special Education","Still Enrolled After Four Years Count","Number","-6666"
"Essex School District","","2012-2013","Special Education","Still Enrolled After Four Years Count","Number","-6666"
"Essex School District","","2012-2013","Non-Special Education","Still Enrolled After Four Years Rate","Percent","-6666"
"Essex School District","","2012-2013","Special Education","Still Enrolled After Four Years Rate","Percent","-6666"
"Essex School District","","2012-2013","Non-Special Education","Other Count","Number","-6666"
"Essex School District","","2012-2013","Special Education","Other Count","Number","-6666"
"Essex School District","","2012-2013","Non-Special Education","Other Rate","Percent","-6666"
"Essex School District","","2012-2013","Special Education","Other Rate","Percent","-6666"
"Essex School District","","2013-2014","Non-Special Education","Total Cohort Count","Number","-6666"
"Essex School District","","2013-2014","Special Education","Total Cohort Count","Number","-6666"
"Essex School District","","2013-2014","Non-Special Education","Four Year Graduation Count","Number","-6666"
"Essex School District","","2013-2014","Special Education","Four Year Graduation Count","Number","-6666"
"Essex School District","","2013-2014","Non-Special Education","Four Year Graduation Rate","Percent","-6666"
"Essex School District","","2013-2014","Special Education","Four Year Graduation Rate","Percent","-6666"
"Essex School District","","2013-2014","Non-Special Education","Still Enrolled After Four Years Count","Number","-6666"
"Essex School District","","2013-2014","Special Education","Still Enrolled After Four Years Count","Number","-6666"
"Essex School District","","2013-2014","Non-Special Education","Still Enrolled After Four Years Rate","Percent","-6666"
"Essex School District","","2013-2014","Special Education","Still Enrolled After Four Years Rate","Percent","-6666"
"Essex School District","","2013-2014","Non-Special Education","Other Count","Number","-6666"
"Essex School District","","2013-2014","Special Education","Other Count","Number","-6666"
"Essex School District","","2013-2014","Non-Special Education","Other Rate","Percent","-6666"
"Essex School District","","2013-2014","Special Education","Other Rate","Percent","-6666"
"Essex School District","","2014-2015","Non-Special Education","Total Cohort Count","Number","-6666"
"Essex School District","","2014-2015","Special Education","Total Cohort Count","Number","-6666"
"Essex School District","","2014-2015","Non-Special Education","Four Year Graduation Count","Number","-6666"
"Essex School District","","2014-2015","Special Education","Four Year Graduation Count","Number","-6666"
